Cluster Number	Metanode UniProt ID	SwissProt Annotations
1	Q3IK75	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q3SFF1	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q3Z6Q4	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q49573	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB||2.8.4.5
1	Q4FNN5	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q58277	Probable threonylcarbamoyladenosine tRNA methylthiotransferase||2.8.4.5
1	Q5GSS2	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q5LLM0	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q5SJ39	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q608N1	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q60CM4	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q67NX5	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q6ALW9	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q6AQ27	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q6MAB7	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q6MBU9	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q6MGT1	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q6MLC6	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q726F7	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q72PA4	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q73HW8	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q73JG6	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q73MD3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q747R0	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q74B44	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q7NE65	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q7UK39	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q7ULM9	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q82K95	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q83FT9	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q87RP4	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q89AC2	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q89LG9	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q8A2W0	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q8A9A2	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q8EUX4	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q8F710	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q8KCL7	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q8MXQ7	Threonylcarbamoyladenosine tRNA methylthiotransferase||2.8.4.5
1	Q8PJR9	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q8RG43	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q97I18	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q97I40	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q9RV79	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q9WZC1	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q9WZT7	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB||2.8.4.5
